video_id,title,description,channel,query_used,label
wSYGM1envlI,"Phonics - Learn to Read | Letters S, T, U | Alphablocks",Subscribe for more Alphablocks Content: https://www.youtube.com/c/officialalphablocks?sub_confirmation=1 As seen on ...,Alphablocks,phonics for kids learning,Educational
N4TkxXa0WWk,Phonics Song | Alphabet Song For Babies | Nursery Rhymes and Baby Songs | Kids Songs With Loco Nuts,Learning is always fun with Loco Nuts popular nursery rhymes. We bring to you some amazing songs for kids to sing along with us ...,Loco Nuts English Nursery Rhymes and Kids Songs,phonics for kids learning,Educational
al5XDI-pass,Learn ABC&#39;s &amp;  Phonics with Ms. Appleberry | Baby and Toddler Learning | CoComelon Classroom,"Join Ms. Appleberry (the amazing Juliana Urtubay, National Teacher of the Year) as she takes us on a fun-filled phonics ...",The Melon Patch – Learning Videos for Toddlers,phonics for kids learning,Educational
mDY5BTyeQMs,The Right vs. Wrong Way to Teach Letters #shorts,Don't get me wrong: every child will need to know the letter names. But starting with letter SOUNDS first will help get them reading ...,Toddlers Can Read,phonics for kids learning,Educational
WP1blVh1ZQM,"See It, Say It, Sign It | Letter Sounds | ASL Alphabet | Jack Hartmann","See It, Say It, Sign It by Jack Hartmann teaches sign language for each letter and the letter sounds for each letter of the alphabet ...",Jack Hartmann Kids Music Channel,phonics for kids learning,Educational
b051ktudQDQ,ABC Song - The Alphabet - ABCs &amp; 123s - Phonics - Kids Songs &amp; Nursery Rhymes for Children,Sing the ABC Song with Ms Rachel and friends! This video is full of fun kids songs & nursery rhymes to help children with their ...,Ms Rachel - Toddler Learning Videos,phonics for kids learning,Educational
g0ghV1JoSig,Learn to Read | Phonics for Kids | ELA Lessons for Kindergarten &amp; Grade 1 | Kids Academy,Thousands of parents and educators are turning to the kids' learning app that makes real learning truly fun. Try Kids Academy ...,Kids Academy,phonics for kids learning,Educational
EVTB8xIHWU0,ABC Songs | Phonics Songs | Lowercase | ​​🌈 Super Simple ABCs,Get the Super Simple App! ▻ http://bit.ly/TheSuperSimpleApp Learn the alphabet with this collection of lowercase ABC and ...,Super Simple ABCs,phonics for kids learning,Educational
BELlZKpi1Zs,Phonics Song 2,It's a phonics song with a picture for each letter. This is designed to help children learn the sounds of the letters in the English ...,KidsTV123,phonics for kids learning,Educational
gT-x33QodKk,Word Family -at | Phonics for Kids,Word Family at phonics phonics sounds of alphabets two letter words reading for kindergarten phonic sound cvc words cvc words ...,Phonics Reading,phonics for kids learning,Educational
nAaXwVabpZk,Learning the Sounds of Letters - Teaching 3-Letter Word Reading to Toddlers and Kids,"Hello Kiddos and Parents! In today's activity, Miss V will show you how to sound out each alphabet letter. By learning how to ...",Kiddos World TV,phonics for kids learning,Educational
ZkzwAt-TPro,Sounds of the Alphabet | Learn Phonics | British Teacher | Learn to Read,"Hi, I'm Miss Phonics! I make videos and resources to help children with their learning experience! Welcome to my channel!",Miss Phonics,phonics for kids learning,Educational
GHpyJ5svbgM,Long Vowel Sounds - AU &amp; AW | Phonics For Kids - Learn To Read | Alphablocks,In this video the Alphablocks looks at the long vowel sounds 'AU' & 'AW'. The Alphablocks are 26 living letters who discover that ...,Alphablocks,phonics for kids learning,Educational
hxOApe1P9dM,Humpty Dumpty Grocery Store | CoComelon Nursery Rhymes &amp; Kids Songs,Look at Humpty Dumpty bounce and roll! Nina goes on an epic chase after losing her plastic toy egg from the vending machine in ...,Cocomelon - Nursery Rhymes,children cartoon episodes,Neutral
XOnHtStmbCI,Mickey and Donald Have a Farm 🚜 | S4 E1 | Full Episode | Mickey Mouse Clubhouse | @disneyjr,"Mickey, Donald, Minnie, Goofy, and Daisy plan to rescue the missing animals from the Clubhouse Farm! Watch Mickey Mouse ...",Disney Jr. ,children cartoon episodes,Neutral
GzU9xWnZ7hg,Wheels on the Car Broke Down! Nursery Rhymes Children Songs Koka TV #childrensongs #toddlersongs,https://www.youtube.com/channel/UCOQkBQnCF49tFvBuiBDOaiA?sub_confirmation=1 #nurseryrhymes #kidssongs #babysongs ...,Koka TV Nursery Rhymes,children cartoon episodes,Neutral
ibpP7w5MY_o,Rabbit Went Over The Mountain | Nursery Rhymes &amp; Kids Songs | NuNu Tv #childrensongs #toddlersongs,Subscribe For New Kids Songs Every Week ▻▻ https://www.youtube.com/c/NuNuTVNurseryRhymes?sub_confirmation=1 ...,NuNu Tv - Nursery Rhymes ,children cartoon episodes,Neutral
TPvTK-S_VR4,Cardboard World | Learn Occupations | Fun Adventure | Kids Cartoon | Sheriff Labrador,Subscribe for new videos every week! https://www.youtube.com/channel/UCXIvAXVdbUDzIFhVwB9RR-g?sub_confirmation=1 ...,Sheriff Labrador - Kids Cartoon,children cartoon episodes,Neutral
iRJV6HJwLcc,Co - Passenger Episode | TooToo Boy | Videogyan Kids Shows | Cartoon Animation For Children,"Subscribe Now → https://www.youtube.com/channel/UCCc1DMB-AcOssKJ7KweLXBg?sub_confirmation=1 Get ready for funny, ...",Videogyan Kids - Cartoon Shows,children cartoon episodes,Neutral
8g8GDLkdUeY,Pororo English Episodes | Ep4. Happy Trip with Friends  | Kids Cartoons &amp; Animation,Subscribe for more videos for kids: https://www.youtube.com/channel/UCAmia3u27mHY-Y6c-lwakAQ?sub_confirmation=1,Pororo the Little Penguin,children cartoon episodes,Neutral
WN1FhKMgeLU,Rain Rain Go Away + More Nursery Rhymes &amp; Kids Songs / Cartoons Nick,"Welcome to Hello Nick! – A magical world of learning, music and fun adventures for kids! Meet Nick, a cheerful and curious little ...",Nick,children cartoon episodes,Neutral
cyXUJo3cCf8,Kids Learn About Gas Safety 🔥,Help us improve our content! Share your feedback here https://shorturl.at/nu7LK.,BabyBillion,children cartoon episodes,Neutral
f_onIoBvCzk,Sweet or Healthy? What’s your pick? #mealtime #pinkfong,"You're watching ""Sweet or Healthy? What's your pick?"", an educational and interactive series prepared to you by Pinkfong!",Baby Shark - Pinkfong Kids’ Songs & Stories,children cartoon episodes,Neutral
lHmPEalzFK0,George Loves Bubble Baths 🐵 Curious George 🐵 Kids Cartoon 🐵 Kids Movies,The Man with the Yellow Hat just can't figure out why George refuses to take a bath. Buy all the episodes of Curious George on ...,Curious George Official,children cartoon episodes,Neutral
s4kmJiHD_v8,Back to School in 3 CRAZY Schools! Slime vs LEGO vs Balls,Back to School FUN is here! Roma and his friend try 3 funny schools: Slime School – so sticky and yucky! LEGO School ...,✿ Kids Diana Show,children cartoon episodes,Neutral
ohO95wWMV2o,PAW Patrol and Mighty Express Episodes! Cartoons for Kids Compilation 51 - PAW Patrol &amp; Friends,"PAW Patrol Pups and Mighty Express Trains team up for the rescue! This video features cartoon episodes, music videos, songs for ...",PAW Patrol Official & Friends,children cartoon episodes,Neutral
1Zcvyft5-dQ,Even bees love chocolate! 💖🍫 #Wellbeeing #MashaAndTheBear #Shorts #cartoonforkids #kids,Well-beeing (Episode 110) https://youtu.be/UoAJ7hXXavI Masha and the Bear. Click on the link and watch all the new ...,Masha and The Bear,children cartoon episodes,Neutral
WEwA0Een3wY,Kids Learn Good Habits | This is the Way | Nursery Rhymes &amp; Kids Songs | BabyBus,Yes! Neo Official Facebook: https://www.facebook.com/yesneoofficial Learn how to build good habits and follow daily routines with ...,BabyBus - Kids Songs and Cartoons,children cartoon episodes,Neutral
xRfwXBitjc8,4 HOURS of SpongeBob 🧽 | SpongeBob,"Kick back, relax, and soak in 4 full hours of SpongeBob's greatest hits! From iconic laughs to unforgettable gags, this is Bikini ...",SpongeBob SquarePants Official,children cartoon episodes,Neutral
APW7a87FlbE,Kiki&#39;s Diner: OmoBerry Spoofs #willowsdiner #willowpenelope,"DartFam on Tiktok shared some hilarious footage of their little one, Willow Penelope and Willow's decadent diner. Watch this ...",OmoBerry,children cartoon episodes,Neutral
8uXh3_bt77M,Tom and Jerry 😺🐭| Keep Calm And Watch The Chaos 🫨| Best Animations😆| @cnindia​,"It starts with cheese and ends in total destruction. Every chase, every trap, and every bonk on the head make Tom & Jerry the ...",Cartoon Network India,children cartoon episodes,Neutral
bO5DloC3mpI,Sweet Moments - Jungle Beat | Munki and Trunk | WildBrain Fizz | Full Episodes | Kids Cartoon 2024,Subscribe for more videos: https://bit.ly/2OmVOZN Catch Jungle Beat on the Kids Street channel every Tuesdays & Thursday at ...,WildBrain Action Arena,children cartoon episodes,Neutral
tUqOGH-O2ek,Kids Learn Where Milk Comes From 🥛,,BabyBillion,children cartoon episodes,Neutral
21c1CrCZKOc,Oliver Inside the CARDBOARD House Challenge,Oliver disobeys Mom and ends up in a cardboard house. Which is Better for Kids - Cardboard House vs REAL House? Find out ...,✿ Kids Diana Show,children cartoon episodes,Neutral
zGRPON4FcBk,Dodo Saw the Broken Jungle – Ep 18 | Can Roro Bring the Forest Back?,"When hungry forest animals come knocking at Roro and Dodo's door, our beloved rabbit and duck duo discover a heartbreaking ...",Roro & Dodo Tales,children cartoon episodes,Neutral
z49MDlVGIfA,Chase and Skye Rescue Missions and MORE - PAW Patrol - Cartoons for Kids,"In this PAW Patrol cartoon compilation for kids, two of your favorite pups team up! Chase and Skye look for Tracker in the jungle, ...",PAW Patrol Official & Friends,children cartoon episodes,Neutral
MbOLHi5tPAo,TooToo Boy - Marathon Episode | Cartoon Animation For Children | Videogyan Kids Shows,"Subscribe Now → https://www.youtube.com/channel/UCCc1DMB-AcOssKJ7KweLXBg?sub_confirmation=1 Get ready for funny, ...",Videogyan Kids - Cartoon Shows,children cartoon episodes,Neutral
yimEU4jabwQ,Blippi Learns About Giant Dinosaurs! | Blippi Wonders - Animated Series | Cartoons For Kids,"Blippi and D.BO go back in time and meet Angie the Argentinosaurus, one of the largest dinosaurs to ever live For more Blippi ...",Blippi - Educational Videos for Kids,children cartoon episodes,Neutral
CcAO9IwVB88,Mom&#39;s Ice Cream Truck Story,"Mom's Ice Cream Truck - Story Thief robs Mom's ice cream Truck ! Oliver, Diana and Roma help Mom gather all the ingredients ...",✿ Kids Diana Show,children cartoon episodes,Neutral
pDWy98XD2rY,Kindergarten: The Musical First Full Episode | There&#39;s No Place Like Kindergarten | @disneyjr,"Watch the first full episode of Kindergarten: The Musical, ""There's No Place Like Kindergarten / We're off to Get a Sticker""! Berti is ...",Disney Jr. ,children cartoon episodes,Neutral
tUQKXHnZZH8,Helper cars full episodes cartoons for kids. Street vehicles &amp; car transporter. Racing cars for kids,Come and watch full episodes of Helper cars cartoons for kids on the First Toons channel for kids! Let's play with street vehicles ...,First Toons,children cartoon episodes,Neutral
6LM2Fi2aOTw,How To Get A FREE CAKE!! 🎂 #shorts #morphle #kids #cartoons Morphle Kids Cartoons,Subscribe to Morphle TV Here: https://www.youtube.com/user/MagicPetsSongs4Kids?sub_confirmation=1 Follow the adventures ...,After School Club,children cartoon episodes,Neutral
WnDnPuoX8hI,Missing Zoo Animals Episode | Cartoon Animation For Children | Videogyan Kids Shows | Zool Babies,"Subscribe Now → https://www.youtube.com/channel/UCCc1DMB-AcOssKJ7KweLXBg?sub_confirmation=1 Get ready for funny, ...",Videogyan Kids - Cartoon Shows,children cartoon episodes,Neutral
xzwU7P3E6js,Super Sunny Beach Day | BLIPPI | Kids TV Shows | Cartoons For Kids | Fun Anime | Popular video,Blippi brings you to the beach and plays with sand toys. Educational videos for toddlers by Blippi is a fun way to learn colors and ...,Moonbug - Kids TV Shows Full Episodes,children cartoon episodes,Neutral
fE0JEDHZVTY,The Very Small Creatures Full Episodes Series 1 Compilation! All Episodes!,Watch more classic Morph videos: https://aard.mn/ClassicMorph Subscribe to Morph's YouTube channel: ...,Morph,children cartoon episodes,Neutral
h4cYyGZKX4Q,Nursery Rhymes Nick Songs + Fun Songs for Kids | Cartoon | Music for Kids Baby,"A magical world of learning, music and fun adventures for kids! Meet Nick, a cheerful and curious little girl who explores the world ...",Nick,children cartoon episodes,Neutral
SDY1faYZBfw,Kids Learn To Help Each Other 🌧️,,BabyBillion,children cartoon episodes,Neutral
NhVI746or1o,Bingo Went Over The Mountain | Nursery Rhymes &amp; Kids Songs | Happy Tots #nurseryrhymes #toddlersongs,Subscribe Happy Tots For New Kids Songs Every Week ▻▻ https://www.youtube.com/@happy_tots Popular Preschool Nursery ...,Happy Tots - Nursery Rhymes and Kids Songs,children cartoon episodes,Neutral
2PtQ7XSBQFU,OmoBerry Cartoon Full Episodes | Learning Videos For Kids + Kids Songs + Cartoons For Kids,It's family movie night! Who needs free family movies when you have an epic family friendly OmoBerry compilation?! Get ready for ...,OmoBerry,children cartoon episodes,Neutral
aP-qKaig84M,"Bluey FULL Episodes Seasons 1 - 3 💙 | Featuring Dad Baby, Faceytalk and more! | 2 HOURS | Bluey",Watch 18 of your favourite Bluey full episodes here! 00:00 - Pizza Girls 06:45 - Pass the Parcel 14:10 - Faceytalk 20:29 ...,Bluey - Official Channel,children cartoon episodes,Neutral
wou-9tI4WHY,Let&#39;s Share the Pizza | Sharing is Caring | Good Manners - Kids Cartoon,SUBSCRIBE TO MY CHANNEL ✨   #vocavoca #kidssongs #babysongs Hi kids! Have you ever wanted to eat a whole pizza ...,VocaVoca - Kids Songs & Nursery Rhymes,children cartoon episodes,Neutral
t0Q2otsqC4I,Tom &amp; Jerry | Tom &amp; Jerry in Full Screen | Classic Cartoon Compilation | WB Kids,Did you know that there are only 25 classic Tom & Jerry episodes that were displayed in a widescreen CinemaScope from the ...,WB Kids,children cartoon episodes,Neutral
PBhUilFcM1Q,Blippi Explores A Haunted House | Halloween for Kids | Blippi Wonders | Cartoons for Kids,Blippi finds out what's inside the haunted house in this brand new Halloween animated episode! Blippi searches for his friend ...,Blippi Wonders - Educational Cartoons for Kids,children cartoon episodes,Neutral
TgfkDy63SwQ,"Monster Truck Madness | Morphle | Cars, Trucks &amp; Vehicles Cartoon | Moonbug Kids","The best nursery rhyme videos for children on YouTube – Learn about trucks, cars and other vehicles with fun and educational ...","Moonbug Kids - Cars, Trucks and Vehicles",children cartoon episodes,Neutral
